Country or Area,Country or Area Code,Age Group,Indicator,Date - Year,Value - Mean age at childbearing (MAC),Series,DataType,Data Source Type,Survey Programme,Data Source Inventory ID,Data Source Name,Data Source Name (short),Data Source Start Year,Data Source End Year,Reference,Reference Year
Bangladesh,50,[Total],MAC,1982.5,28.38642,"SVRS,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,SRS,SVRS,767,Bangladesh Sample Vital Registration System,SVRS,1980,,Bangladesh (1994). Statistical Yearbook of Bangladesh. Aug. 1995. Table 2.2 Age specific and total fertility rate per 1000 women in Bangladesh for selected years (p. 36),1995
Bangladesh,50,[Total],MAC,1982.5,27.51517,"1983-1984 CPS,Recent births,Report",Recent births,Survey,CPS,164,Bangladesh 1983-1984 Contraceptive Prevalence Survey,1983-1984 CPS,1983,1984,"Mitra and associates, Dhaka (1988),  Bangladesh Contraceptive Prevalence Survey, 1985, Secondary Analysis",1988
Bangladesh,50,[Total],MAC,1982.532958984,27.25953,"1999-2000 DHS,Birth Histories (Extrapolated),DHS,1816-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1816,Bangladesh 1999-2000 Demographic and Health Survey,1999-2000 DHS,1999,2000,DHS Statcompiler,2012
Bangladesh,50,[Total],MAC,1983.5,28.42977,"SVRS,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,SRS,SVRS,767,Bangladesh Sample Vital Registration System,SVRS,1980,,Bangladesh (1994). Statistical Yearbook of Bangladesh. Aug. 1995. Table 2.2 Age specific and total fertility rate per 1000 women in Bangladesh for selected years (p. 36),1995
Bangladesh,50,[Total],MAC,1984.5,28.4472,"SVRS,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,SRS,SVRS,767,Bangladesh Sample Vital Registration System,SVRS,1980,,Bangladesh (1994). Statistical Yearbook of Bangladesh. Aug. 1995. Table 2.2 Age specific and total fertility rate per 1000 women in Bangladesh for selected years (p. 36),1995
Bangladesh,50,[Total],MAC,1984.5,28.05314,"1985-1986 CPS,Recent births,Report",Recent births,Survey,CPS,801,Bangladesh 1985-1986 Contraceptive Prevalence Survey,1985-1986 CPS,1985,1986,"Mitra and associates, Dhaka (1988),  Bangladesh Contraceptive Prevalence Survey, 1985, Secondary Analysis",1988
Bangladesh,50,[Total],MAC,1984.513916016,27.74463,"1996-1997 DHS,Birth Histories (Extrapolated),DHS,1815-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1815,Bangladesh 1996-1997 Demographic and Health Survey,1996-1997 DHS,1996,1997,DHS Statcompiler,2012
Bangladesh,50,[Total],MAC,1985.5,28.30679,"SVRS,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,SRS,SVRS,767,Bangladesh Sample Vital Registration System,SVRS,1980,,Bangladesh (1994). Statistical Yearbook of Bangladesh. Aug. 1995. Table 2.2 Age specific and total fertility rate per 1000 women in Bangladesh for selected years (p. 36),1995
Bangladesh,50,[Total],MAC,1986.5,28.25612,"SVRS,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,SRS,SVRS,767,Bangladesh Sample Vital Registration System,SVRS,1980,,Bangladesh (1994). Statistical Yearbook of Bangladesh. Aug. 1995. Table 2.2 Age specific and total fertility rate per 1000 women in Bangladesh for selected years (p. 36),1995
Bangladesh,50,[Total],MAC,1986.535766602,27.921,"1993-1994 DHS,Birth Histories (Extrapolated),DHS,1814-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1814,Bangladesh 1993-1994 Demographic and Health Survey,1993-1994 DHS,1993,1994,DHS Statcompiler,2012
Bangladesh,50,[Total],MAC,1986.698608398,27.0141,"2004 DHS,Birth Histories (Extrapolated),DHS,1813-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1813,Bangladesh 2004 Demographic and Health Survey,2004 DHS,2004,2004,DHS Statcompiler,2012
Bangladesh,50,[Total],MAC,1987.5,27.98131,"SVRS,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,SRS,SVRS,767,Bangladesh Sample Vital Registration System,SVRS,1980,,Bangladesh (1994). Statistical Yearbook of Bangladesh. Aug. 1995. Table 2.2 Age specific and total fertility rate per 1000 women in Bangladesh for selected years (p. 36),1995
Bangladesh,50,[Total],MAC,1987.532958984,26.97217,"1999-2000 DHS,Birth Histories (Extrapolated),DHS,1816-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1816,Bangladesh 1999-2000 Demographic and Health Survey,1999-2000 DHS,1999,2000,DHS Statcompiler,2012
Bangladesh,50,[Total],MAC,1988.5,28.25299,"SVRS,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,SRS,SVRS,767,Bangladesh Sample Vital Registration System,SVRS,1980,,Bangladesh (1994). Statistical Yearbook of Bangladesh. Aug. 1995. Table 2.2 Age specific and total fertility rate per 1000 women in Bangladesh for selected years (p. 36),1995
Bangladesh,50,[Total],MAC,1989.5,28.29606,"SVRS,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,SRS,SVRS,767,Bangladesh Sample Vital Registration System,SVRS,1980,,Bangladesh (1994). Statistical Yearbook of Bangladesh. Aug. 1995. Table 2.2 Age specific and total fertility rate per 1000 women in Bangladesh for selected years (p. 36),1995
Bangladesh,50,[Total],MAC,1989.513916016,27.13194,"1996-1997 DHS,Birth Histories (Extrapolated),DHS,1815-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1815,Bangladesh 1996-1997 Demographic and Health Survey,1996-1997 DHS,1996,1997,DHS Statcompiler,2012
Bangladesh,50,[Total],MAC,1989.918945312,26.12615,"2007 DHS,Birth Histories (Extrapolated),DHS,1840-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1840,Bangladesh 2007 Demographic and Health Survey,2007 DHS,2007,2007,DHS Statcompiler,2012
Bangladesh,50,[Total],MAC,1990.5,28.23954,"SVRS,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,SRS,SVRS,767,Bangladesh Sample Vital Registration System,SVRS,1980,,Bangladesh (1994). Statistical Yearbook of Bangladesh. Aug. 1995. Table 2.2 Age specific and total fertility rate per 1000 women in Bangladesh for selected years (p. 36),1995
Bangladesh,50,[Total],MAC,1991.5,28.23178,"SVRS,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,SRS,SVRS,767,Bangladesh Sample Vital Registration System,SVRS,1980,,Bangladesh (1994). Statistical Yearbook of Bangladesh. Aug. 1995. Table 2.2 Age specific and total fertility rate per 1000 women in Bangladesh for selected years (p. 36),1995
Bangladesh,50,[Total],MAC,1991.535766602,26.72194,"1993-1994 DHS,Direct,DHS,1814-16-39167",Direct,Survey,DHS,1814,Bangladesh 1993-1994 Demographic and Health Survey,1993-1994 DHS,1993,1994,DHS Statcompiler,2012
Bangladesh,50,[Total],MAC,1991.698608398,26.64553,"2004 DHS,Birth Histories (Extrapolated),DHS,1813-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1813,Bangladesh 2004 Demographic and Health Survey,2004 DHS,2004,2004,DHS Statcompiler,2012
Bangladesh,50,[Total],MAC,1992.5,28.16986,"SVRS,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,SRS,SVRS,767,Bangladesh Sample Vital Registration System,SVRS,1980,,Bangladesh (1994). Statistical Yearbook of Bangladesh. Aug. 1995. Table 2.2 Age specific and total fertility rate per 1000 women in Bangladesh for selected years (p. 36),1995
Bangladesh,50,[Total],MAC,1992.532958984,26.43829,"1999-2000 DHS,Birth Histories (Extrapolated),DHS,1816-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1816,Bangladesh 1999-2000 Demographic and Health Survey,1999-2000 DHS,1999,2000,DHS Statcompiler,2012
Bangladesh,50,[Total],MAC,1992.535766602,26.43895,"1993-1994 DHS,Direct,DHS,1814-16-39167",Direct,Survey,DHS,1814,Bangladesh 1993-1994 Demographic and Health Survey,1993-1994 DHS,1993,1994,DHS Statcompiler,2012
Bangladesh,50,[Total],MAC,1993.5,28.25221,"SVRS,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,SRS,SVRS,767,Bangladesh Sample Vital Registration System,SVRS,1980,,Bangladesh (1994). Statistical Yearbook of Bangladesh. Aug. 1995. Table 2.2 Age specific and total fertility rate per 1000 women in Bangladesh for selected years (p. 36),1995
Bangladesh,50,[Total],MAC,1994.249267578,26.3012,"2011 DHS,Birth Histories (Extrapolated),DHS,5048-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,5048,Bangladesh 2011 Demographic and Health Survey,2011 DHS,2011,2011,DHS Statcompiler,2012
Bangladesh,50,[Total],MAC,1994.5,28.07961,"SVRS,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,SRS,SVRS,767,Bangladesh Sample Vital Registration System,SVRS,1980,,Bangladesh (1994). Statistical Yearbook of Bangladesh. Aug. 1995. Table 2.2 Age specific and total fertility rate per 1000 women in Bangladesh for selected years (p. 36),1995
Bangladesh,50,[Total],MAC,1994.513916016,25.92525,"1996-1997 DHS,Direct,DHS,1815-16-39167",Direct,Survey,DHS,1815,Bangladesh 1996-1997 Demographic and Health Survey,1996-1997 DHS,1996,1997,DHS Statcompiler,2012
Bangladesh,50,[Total],MAC,1994.918945312,26.02094,"2007 DHS,Birth Histories (Extrapolated),DHS,1840-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1840,Bangladesh 2007 Demographic and Health Survey,2007 DHS,2007,2007,DHS Statcompiler,2012
Bangladesh,50,[Total],MAC,1995.5,27.98621,"SVRS,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,SRS,SVRS,767,Bangladesh Sample Vital Registration System,SVRS,1980,,Bangladesh (1994). Statistical Yearbook of Bangladesh. Aug. 1995. Table 2.2 Age specific and total fertility rate per 1000 women in Bangladesh for selected years (p. 36),1995
Bangladesh,50,[Total],MAC,1995.513916016,25.78484,"1996-1997 DHS,Direct,DHS,1815-16-39167",Direct,Survey,DHS,1815,Bangladesh 1996-1997 Demographic and Health Survey,1996-1997 DHS,1996,1997,DHS Statcompiler,2012
Bangladesh,50,[Total],MAC,1996.5,28.03019,"SVRS,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,SRS,SVRS,767,Bangladesh Sample Vital Registration System,SVRS,1980,,Bangladesh (1994). Statistical Yearbook of Bangladesh. Aug. 1995. Table 2.2 Age specific and total fertility rate per 1000 women in Bangladesh for selected years (p. 36),1995
Bangladesh,50,[Total],MAC,1996.698608398,25.96692,"2004 DHS,Birth Histories (Extrapolated),DHS,1813-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1813,Bangladesh 2004 Demographic and Health Survey,2004 DHS,2004,2004,DHS Statcompiler,2012
Bangladesh,50,[Total],MAC,1997.170043945,25.93694,"2014 DHS,Birth Histories (Extrapolated),DHS,5787-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,5787,Bangladesh 2014 Demographic and Health Survey,2014 DHS,2014,2014,DHS Statcompiler,2012
Bangladesh,50,[Total],MAC,1997.5,28.04662,"SVRS,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,SRS,SVRS,767,Bangladesh Sample Vital Registration System,SVRS,1980,,Bangladesh (1994). Statistical Yearbook of Bangladesh. Aug. 1995. Table 2.2 Age specific and total fertility rate per 1000 women in Bangladesh for selected years (p. 36),1995
Bangladesh,50,[Total],MAC,1997.532958984,26.0022,"1999-2000 DHS,Direct,DHS,1816-16-39167",Direct,Survey,DHS,1816,Bangladesh 1999-2000 Demographic and Health Survey,1999-2000 DHS,1999,2000,DHS Statcompiler,2012
Bangladesh,50,[Total],MAC,1998.5,27.9958,"SVRS,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,SRS,SVRS,767,Bangladesh Sample Vital Registration System,SVRS,1980,,Bangladesh (1994). Statistical Yearbook of Bangladesh. Aug. 1995. Table 2.2 Age specific and total fertility rate per 1000 women in Bangladesh for selected years (p. 36),1995
Bangladesh,50,[Total],MAC,1998.532958984,25.81316,"1999-2000 DHS,Direct,DHS,1816-16-39167",Direct,Survey,DHS,1816,Bangladesh 1999-2000 Demographic and Health Survey,1999-2000 DHS,1999,2000,DHS Statcompiler,2012
Bangladesh,50,[Total],MAC,1999.25,26.05756,"2011 DHS,Birth Histories (Extrapolated),DHS,5048-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,5048,Bangladesh 2011 Demographic and Health Survey,2011 DHS,2011,2011,DHS Statcompiler,2012
Bangladesh,50,[Total],MAC,1999.918945312,25.72222,"2007 DHS,Birth Histories (Extrapolated),DHS,1840-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1840,Bangladesh 2007 Demographic and Health Survey,2007 DHS,2007,2007,DHS Statcompiler,2012
Bangladesh,50,[Total],MAC,2000.5,27.62524,"SVRS,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,SRS,SVRS,767,Bangladesh Sample Vital Registration System,SVRS,1980,,Bangladesh (1994). Statistical Yearbook of Bangladesh. Aug. 1995. Table 2.2 Age specific and total fertility rate per 1000 women in Bangladesh for selected years (p. 36),1995
Bangladesh,50,[Total],MAC,2001.5,27.57813,"SVRS,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,SRS,SVRS,767,Bangladesh Sample Vital Registration System,SVRS,1980,,Bangladesh (1994). Statistical Yearbook of Bangladesh. Aug. 1995. Table 2.2 Age specific and total fertility rate per 1000 women in Bangladesh for selected years (p. 36),1995
Bangladesh,50,[Total],MAC,2001.698608398,25.59937,"2004 DHS,Direct,DHS,1813-16-39167",Direct,Survey,DHS,1813,Bangladesh 2004 Demographic and Health Survey,2004 DHS,2004,2004,DHS Statcompiler,2012
Bangladesh,50,[Total],MAC,2002.170043945,25.59067,"2014 DHS,Birth Histories (Extrapolated),DHS,5787-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,5787,Bangladesh 2014 Demographic and Health Survey,2014 DHS,2014,2014,DHS Statcompiler,2012
Bangladesh,50,[Total],MAC,2002.5,27.85294,"SVRS,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,SRS,SVRS,767,Bangladesh Sample Vital Registration System,SVRS,1980,,Bangladesh (1994). Statistical Yearbook of Bangladesh. Aug. 1995. Table 2.2 Age specific and total fertility rate per 1000 women in Bangladesh for selected years (p. 36),1995
Bangladesh,50,[Total],MAC,2002.698608398,25.52479,"2004 DHS,Direct,DHS,1813-16-39167",Direct,Survey,DHS,1813,Bangladesh 2004 Demographic and Health Survey,2004 DHS,2004,2004,DHS Statcompiler,2012
Bangladesh,50,[Total],MAC,2003.5,27.18872,"SVRS,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,SRS,SVRS,767,Bangladesh Sample Vital Registration System,SVRS,1980,,Bangladesh (1994). Statistical Yearbook of Bangladesh. Aug. 1995. Table 2.2 Age specific and total fertility rate per 1000 women in Bangladesh for selected years (p. 36),1995
Bangladesh,50,[Total],MAC,2004.25,25.6499,"2011 DHS,Birth Histories (Extrapolated),DHS,5048-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,5048,Bangladesh 2011 Demographic and Health Survey,2011 DHS,2011,2011,DHS Statcompiler,2012
Bangladesh,50,[Total],MAC,2004.5,27.33135,"SVRS,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,SRS,SVRS,767,Bangladesh Sample Vital Registration System,SVRS,1980,,Bangladesh (1994). Statistical Yearbook of Bangladesh. Aug. 1995. Table 2.2 Age specific and total fertility rate per 1000 women in Bangladesh for selected years (p. 36),1995
Bangladesh,50,[Total],MAC,2004.918945312,25.34452,"2007 DHS,Direct,DHS,1840-16-39167",Direct,Survey,DHS,1840,Bangladesh 2007 Demographic and Health Survey,2007 DHS,2007,2007,DHS Statcompiler,2012
Bangladesh,50,[Total],MAC,2005.5,27.17815,"SVRS,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,SRS,SVRS,767,Bangladesh Sample Vital Registration System,SVRS,1980,,Bangladesh (1994). Statistical Yearbook of Bangladesh. Aug. 1995. Table 2.2 Age specific and total fertility rate per 1000 women in Bangladesh for selected years (p. 36),1995
Bangladesh,50,[Total],MAC,2005.623626374,26.48187,"2006 MICS,Recent births,Computed",Recent births,Survey,MICS,2286,Bangladesh 2006 Multiple Indicator Cluster Survey,2006 MICS,2006,2006,United Nations Population Division,2008
Bangladesh,50,[Total],MAC,2005.918945312,25.16174,"2007 DHS,Direct,DHS,1840-16-39167",Direct,Survey,DHS,1840,Bangladesh 2007 Demographic and Health Survey,2007 DHS,2007,2007,DHS Statcompiler,2012
Bangladesh,50,[Total],MAC,2006.5,27.42739,"SVRS,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,SRS,SVRS,767,Bangladesh Sample Vital Registration System,SVRS,1980,,Bangladesh (1994). Statistical Yearbook of Bangladesh. Aug. 1995. Table 2.2 Age specific and total fertility rate per 1000 women in Bangladesh for selected years (p. 36),1995
Bangladesh,50,[Total],MAC,2007.170043945,25.3332,"2014 DHS,Birth Histories (Extrapolated),DHS,5787-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,5787,Bangladesh 2014 Demographic and Health Survey,2014 DHS,2014,2014,DHS Statcompiler,2012
Bangladesh,50,[Total],MAC,2007.5,27.30084,"SVRS,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,SRS,SVRS,767,Bangladesh Sample Vital Registration System,SVRS,1980,,Bangladesh (1994). Statistical Yearbook of Bangladesh. Aug. 1995. Table 2.2 Age specific and total fertility rate per 1000 women in Bangladesh for selected years (p. 36),1995
Bangladesh,50,[Total],MAC,2008.5,27.1468,"SVRS,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,SRS,SVRS,767,Bangladesh Sample Vital Registration System,SVRS,1980,,Bangladesh (1994). Statistical Yearbook of Bangladesh. Aug. 1995. Table 2.2 Age specific and total fertility rate per 1000 women in Bangladesh for selected years (p. 36),1995
Bangladesh,50,[Total],MAC,2008.5,27.1468,"SVRS,Direct,SRVS-2012,767-16-40609",Direct,SRS,SVRS,767,Bangladesh Sample Vital Registration System,SVRS,1980,,Sample Vital Registration Report 2012 of Bangladesh,2014
Bangladesh,50,[Total],MAC,2009.25,24.88142,"2011 DHS,Direct,DHS,5048-16-39167",Direct,Survey,DHS,5048,Bangladesh 2011 Demographic and Health Survey,2011 DHS,2011,2011,DHS Statcompiler,2012
Bangladesh,50,[Total],MAC,2009.5,26.62587,"SVRS,Direct,SRVS-2012,767-16-40609",Direct,SRS,SVRS,767,Bangladesh Sample Vital Registration System,SVRS,1980,,Sample Vital Registration Report 2012 of Bangladesh,2014
